x,y
1,-0.003157895
1.019730708,0.024210526
1.043752189,0.048421053
1.064576343,0.106666667
1.086537688,0.216491228
1.09904716,0.370877193
1.108548698,0.600701754
1.113807821,0.823859649
1.122916593,1.190877193
1.128582392,1.55122807
1.131103634,1.777894737
1.134753067,2.069473684
1.14202142,2.83122807


# Details:
Description: 
Creator: 
Link:
